ParkName;Date;RecreationVisits
Badlands NP;01/02/1994;8662
Badlands NP;01/03/1994;19434
Badlands NP;01/04/1994;21843
Badlands NP;01/05/1994;76263
Badlands NP;01/06/1994;185125
Badlands NP;01/07/1994;289085
Badlands NP;01/08/1994;341930
Badlands NP;01/09/1994;111980
Badlands NP;01/10/1994;36357
Badlands NP;01/11/1994;19076
Badlands NP;01/12/1994;11709
Badlands NP;01/01/1995;9689
Badlands NP;01/02/1995;11367
Badlands NP;01/03/1995;17711
Badlands NP;01/04/1995;24072
Badlands NP;01/05/1995;64642
Badlands NP;01/06/1995;185944
Badlands NP;01/07/1995;283530
Badlands NP;01/08/1995;288225
Badlands NP;01/09/1995;122438
Badlands NP;01/10/1995;43214
Badlands NP;01/11/1995;16971
Badlands NP;01/12/1995;7766
Badlands NP;01/01/1996;6276
Badlands NP;01/02/1996;9133
Badlands NP;01/03/1996;9457
Badlands NP;01/04/1996;14865
Badlands NP;01/05/1996;54339
Badlands NP;01/06/1996;168458
Badlands NP;01/07/1996;269852
Badlands NP;01/08/1996;298697
Badlands NP;01/09/1996;124891
Badlands NP;01/10/1996;53291
Badlands NP;01/11/1996;11090
Badlands NP;01/12/1996;4356
Badlands NP;01/01/1997;9197
Badlands NP;01/02/1997;5400
Badlands NP;01/03/1997;8952
Badlands NP;01/04/1997;21386
Badlands NP;01/05/1997;65723
Badlands NP;01/06/1997;185921
Badlands NP;01/07/1997;256102
Badlands NP;01/08/1997;248190
Badlands NP;01/09/1997;110533
Badlands NP;01/10/1997;43189
Badlands NP;01/11/1997;11219
Badlands NP;01/12/1997;4884
Badlands NP;01/01/1998;6490
Badlands NP;01/02/1998;5369
Badlands NP;01/03/1998;6629
Badlands NP;01/04/1998;19097
Badlands NP;01/05/1998;72123
Badlands NP;01/06/1998;214871
Badlands NP;01/07/1998;243051
Badlands NP;01/08/1998;253556
Badlands NP;01/09/1998;125014
Badlands NP;01/10/1998;57885
Badlands NP;01/11/1998;11298
Badlands NP;01/12/1998;5666
Badlands NP;01/01/1999;5410
Badlands NP;01/02/1999;7581
Badlands NP;01/03/1999;10258
Badlands NP;01/04/1999;19891
Badlands NP;01/05/1999;64000
Badlands NP;01/06/1999;203379
Badlands NP;01/07/1999;222487
Badlands NP;01/08/1999;254142
Badlands NP;01/09/1999;99008
Badlands NP;01/10/1999;42865
Badlands NP;01/11/1999;14217
Badlands NP;01/12/1999;7215
Badlands NP;01/01/2000;7680
Badlands NP;01/02/2000;7216
Badlands NP;01/03/2000;12379
Badlands NP;01/04/2000;19597
Badlands NP;01/05/2000;56457
Badlands NP;01/06/2000;241202
Badlands NP;01/07/2000;264707
Badlands NP;01/08/2000;319967
Badlands NP;01/09/2000;113551
Badlands NP;01/10/2000;44591
Badlands NP;01/11/2000;11928
Badlands NP;01/12/2000;6549
Badlands NP;01/01/2001;9007
Badlands NP;01/02/2001;5016
Badlands NP;01/03/2001;8837
Badlands NP;01/04/2001;18906
Badlands NP;01/05/2001;60758
Badlands NP;01/06/2001;192749
Badlands NP;01/07/2001;237981
Badlands NP;01/08/2001;254819
Badlands NP;01/09/2001;105127
Badlands NP;01/10/2001;41749
Badlands NP;01/11/2001;14309
Badlands NP;01/12/2001;6211
Badlands NP;01/01/2002;9372
Badlands NP;01/02/2002;9139
Badlands NP;01/03/2002;8198
Badlands NP;01/04/2002;22400
Badlands NP;01/05/2002;56138
Badlands NP;01/06/2002;195007
Badlands NP;01/07/2002;223994
Badlands NP;01/08/2002;219701
Badlands NP;01/09/2002;100651
Badlands NP;01/10/2002;39023
Badlands NP;01/11/2002;19121
Badlands NP;01/12/2002;6154
Badlands NP;01/01/2003;5011
Badlands NP;01/02/2003;3674
Badlands NP;01/03/2003;8100
Badlands NP;01/04/2003;13483
Badlands NP;01/05/2003;49165
Badlands NP;01/06/2003;154035
Badlands NP;01/07/2003;229203
Badlands NP;01/08/2003;236385
Badlands NP;01/09/2003;109614
Badlands NP;01/10/2003;35712
Badlands NP;01/11/2003;15818
Badlands NP;01/12/2003;10834
Badlands NP;01/01/2004;10032
Badlands NP;01/02/2004;7214
Badlands NP;01/03/2004;17981
Badlands NP;01/04/2004;29627
Badlands NP;01/05/2004;61399
Badlands NP;01/06/2004;165208
Badlands NP;01/07/2004;227954
Badlands NP;01/08/2004;241351
Badlands NP;01/09/2004;98625
Badlands NP;01/10/2004;43979
Badlands NP;01/11/2004;18598
Badlands NP;01/12/2004;14062
Badlands NP;01/01/2005;11686
Badlands NP;01/02/2005;11158
Badlands NP;01/03/2005;17670
Badlands NP;01/04/2005;25338
Badlands NP;01/05/2005;62729
Badlands NP;01/06/2005;175943
Badlands NP;01/07/2005;230425
Badlands NP;01/08/2005;222918
Badlands NP;01/09/2005;89849
Badlands NP;01/10/2005;40128
Badlands NP;01/11/2005;13176
Badlands NP;01/12/2005;8126
Badlands NP;01/01/2006;9365
Badlands NP;01/02/2006;8129
Badlands NP;01/03/2006;12192
Badlands NP;01/04/2006;21437
Badlands NP;01/05/2006;62224
Badlands NP;01/06/2006;165119
Badlands NP;01/07/2006;203452
Badlands NP;01/08/2006;198003
Badlands NP;01/09/2006;91615
Badlands NP;01/10/2006;39023
Badlands NP;01/11/2006;20369
Badlands NP;01/12/2006;9190
Badlands NP;01/01/2007;14820
Badlands NP;01/02/2007;7448
Badlands NP;01/03/2007;15319
Badlands NP;01/04/2007;24350
Badlands NP;01/05/2007;68211
Badlands NP;01/06/2007;177612
Badlands NP;01/07/2007;217962
Badlands NP;01/08/2007;201031
Badlands NP;01/09/2007;95505
Badlands NP;01/10/2007;42105
Badlands NP;01/11/2007;14174
Badlands NP;01/12/2007;8117
Badlands NP;01/01/2008;7836
Badlands NP;01/02/2008;7351
Badlands NP;01/03/2008;13937
Badlands NP;01/04/2008;19620
Badlands NP;01/05/2008;62637
Badlands NP;01/06/2008;169249
Badlands NP;01/07/2008;216713
Badlands NP;01/08/2008;201226
Badlands NP;01/09/2008;94323
Badlands NP;01/10/2008;36505
Badlands NP;01/11/2008;9329
Badlands NP;01/12/2008;7008
Badlands NP;01/01/2009;7332
Badlands NP;01/02/2009;7639
Badlands NP;01/03/2009;11875
Badlands NP;01/04/2009;25911
Badlands NP;01/05/2009;69831
Badlands NP;01/06/2009;189139
Badlands NP;01/07/2009;249779
Badlands NP;01/08/2009;215299
Badlands NP;01/09/2009;105471
Badlands NP;01/10/2009;32610
Badlands NP;01/11/2009;12886
Badlands NP;01/12/2009;6146
Badlands NP;01/01/2010;6696
Badlands NP;01/02/2010;6722
Badlands NP;01/03/2010;7752
Badlands NP;01/04/2010;23423
Badlands NP;01/05/2010;71909
Badlands NP;01/06/2010;192904
Badlands NP;01/07/2010;238189
Badlands NP;01/08/2010;230914
Badlands NP;01/09/2010;130822
Badlands NP;01/10/2010;46929
Badlands NP;01/11/2010;13368
Badlands NP;01/12/2010;8150
Badlands NP;01/01/2011;6646
Badlands NP;01/02/2011;6818
Badlands NP;01/03/2011;16375
Badlands NP;01/04/2011;20652
Badlands NP;01/05/2011;58637
Badlands NP;01/06/2011;169056
Badlands NP;01/07/2011;217178
Badlands NP;01/08/2011;188638
Badlands NP;01/09/2011;116187
Badlands NP;01/10/2011;40910
Badlands NP;01/11/2011;17133
Badlands NP;01/12/2011;12511
Badlands NP;01/01/2012;9660
Badlands NP;01/02/2012;10908
Badlands NP;01/03/2012;22784
Badlands NP;01/04/2012;31658
Badlands NP;01/05/2012;72568
Badlands NP;01/06/2012;162676
Badlands NP;01/07/2012;209064
Badlands NP;01/08/2012;189830
Badlands NP;01/09/2012;103606
Badlands NP;01/10/2012;40449
Badlands NP;01/11/2012;17791
Badlands NP;01/12/2012;12412
Badlands NP;01/01/2013;11882
Badlands NP;01/02/2013;11033
Badlands NP;01/03/2013;18258
Badlands NP;01/04/2013;20750
Badlands NP;01/05/2013;65043
Badlands NP;01/06/2013;177507
Badlands NP;01/07/2013;225096
Badlands NP;01/08/2013;208579
Badlands NP;01/09/2013;104029
Badlands NP;01/10/2013;25530
Badlands NP;01/11/2013;16663
Badlands NP;01/12/2013;8002
Badlands NP;01/01/2014;9548
Badlands NP;01/02/2014;8671
Badlands NP;01/03/2014;15898
Badlands NP;01/04/2014;25054
Badlands NP;01/05/2014;63131
Badlands NP;01/06/2014;168011
Badlands NP;01/07/2014;210370
Badlands NP;01/08/2014;208807
Badlands NP;01/09/2014;96882
Badlands NP;01/10/2014;36929
Badlands NP;01/11/2014;13973
Badlands NP;01/12/2014;10820
Badlands NP;01/01/2015;10414
Badlands NP;01/02/2015;10942
Badlands NP;01/03/2015;21924
Badlands NP;01/04/2015;27193
Badlands NP;01/05/2015;68239
Badlands NP;01/06/2015;191593
Badlands NP;01/07/2015;245400
Badlands NP;01/08/2015;231866
Badlands NP;01/09/2015;117724
Badlands NP;01/10/2015;34498
Badlands NP;01/11/2015;16771
Badlands NP;01/12/2015;12790
Badlands NP;01/01/2016;10826
Badlands NP;01/02/2016;10921
Badlands NP;01/03/2016;20501
Badlands NP;01/04/2016;22812
Badlands NP;01/05/2016;78863
Badlands NP;01/06/2016;196209
Badlands NP;01/07/2016;249194
Badlands NP;01/08/2016;217071
Badlands NP;01/09/2016;129350
Badlands NP;01/10/2016;33380
Badlands NP;01/11/2016;17970
Badlands NP;01/12/2016;9166
Badlands NP;01/01/2017;10380
Badlands NP;01/02/2017;11149
Badlands NP;01/03/2017;21498
Badlands NP;01/04/2017;23166
Badlands NP;01/05/2017;85967
Badlands NP;01/06/2017;213966
Badlands NP;01/07/2017;263506
Badlands NP;01/08/2017;237125
Badlands NP;01/09/2017;127598
Badlands NP;01/10/2017;33426
Badlands NP;01/11/2017;16807
Badlands NP;01/12/2017;9737
Badlands NP;01/01/2018;10610
Badlands NP;01/02/2018;9456
Badlands NP;01/03/2018;16616
Badlands NP;01/04/2018;21343
Badlands NP;01/05/2018;84527
Badlands NP;01/06/2018;208645
Badlands NP;01/07/2018;263863
Badlands NP;01/08/2018;217350
Badlands NP;01/09/2018;116826
Badlands NP;01/10/2018;33527
Badlands NP;01/11/2018;16442
Badlands NP;01/12/2018;9737
Badlands NP;01/01/2019;8981
Badlands NP;01/02/2019;8059
Badlands NP;01/03/2019;16517
Badlands NP;01/04/2019;25083
Badlands NP;01/05/2019;71885
Badlands NP;01/06/2019;201516
Badlands NP;01/07/2019;250898
Badlands NP;01/08/2019;207743
Badlands NP;01/09/2019;118262
Badlands NP;01/10/2019;37727
Badlands NP;01/11/2019;15450
Badlands NP;01/12/2019;8877
Big Bend NP;01/01/1979;22294
Big Bend NP;01/02/1979;16796
Big Bend NP;01/03/1979;45669
Big Bend NP;01/04/1979;44866
Big Bend NP;01/05/1979;18691
Big Bend NP;01/06/1979;28633
Big Bend NP;01/07/1979;15990
Big Bend NP;01/08/1979;18432
Big Bend NP;01/09/1979;19056
Big Bend NP;01/10/1979;16633
Big Bend NP;01/11/1979;26879
Big Bend NP;01/12/1979;9002
Big Bend NP;01/01/1980;23095
Big Bend NP;01/02/1980;14945
Big Bend NP;01/03/1980;30237
Big Bend NP;01/04/1980;25430
Big Bend NP;01/05/1980;14458
Big Bend NP;01/06/1980;11467
Big Bend NP;01/07/1980;8574
Big Bend NP;01/08/1980;9197
Big Bend NP;01/09/1980;9309
Big Bend NP;01/10/1980;10343
Big Bend NP;01/11/1980;9999
Big Bend NP;01/12/1980;6954
Big Bend NP;01/01/1981;12816
Big Bend NP;01/02/1981;9092
Big Bend NP;01/03/1981;25057
Big Bend NP;01/04/1981;24094
Big Bend NP;01/05/1981;17269
Big Bend NP;01/06/1981;13084
Big Bend NP;01/07/1981;12463
Big Bend NP;01/08/1981;11407
Big Bend NP;01/09/1981;10222
Big Bend NP;01/10/1981;8615
Big Bend NP;01/11/1981;12290
Big Bend NP;01/12/1981;10923
Big Bend NP;01/01/1982;13518
Big Bend NP;01/02/1982;12016
Big Bend NP;01/03/1982;24188
Big Bend NP;01/04/1982;25565
Big Bend NP;01/05/1982;16900
Big Bend NP;01/06/1982;16763
Big Bend NP;01/07/1982;12623
Big Bend NP;01/08/1982;12969
Big Bend NP;01/09/1982;9395
Big Bend NP;01/10/1982;13289
Big Bend NP;01/11/1982;13937
Big Bend NP;01/12/1982;8981
Big Bend NP;01/01/1983;10415
Big Bend NP;01/02/1983;10141
Big Bend NP;01/03/1983;20173
Big Bend NP;01/04/1983;20457
Big Bend NP;01/05/1983;15563
Big Bend NP;01/06/1983;14586
Big Bend NP;01/07/1983;14103
Big Bend NP;01/08/1983;11294
Big Bend NP;01/09/1983;10003
Big Bend NP;01/10/1983;12502
Big Bend NP;01/11/1983;16490
Big Bend NP;01/12/1983;9199
Big Bend NP;01/01/1984;9320
Big Bend NP;01/02/1984;14211
Big Bend NP;01/03/1984;31219
Big Bend NP;01/04/1984;24484
Big Bend NP;01/05/1984;13477
Big Bend NP;01/06/1984;13121
Big Bend NP;01/07/1984;9465
Big Bend NP;01/08/1984;10769
Big Bend NP;01/09/1984;7683
Big Bend NP;01/10/1984;9323
Big Bend NP;01/11/1984;14548
Big Bend NP;01/12/1984;10045
Big Bend NP;01/01/1985;11530
Big Bend NP;01/02/1985;12586
Big Bend NP;01/03/1985;27573
Big Bend NP;01/04/1985;28268
Big Bend NP;01/05/1985;16351
Big Bend NP;01/06/1985;15597
Big Bend NP;01/07/1985;10093
Big Bend NP;01/08/1985;11927
Big Bend NP;01/09/1985;11109
Big Bend NP;01/10/1985;14360
Big Bend NP;01/11/1985;15559
Big Bend NP;01/12/1985;13092
Big Bend NP;01/01/1986;11279
Big Bend NP;01/02/1986;13792
Big Bend NP;01/03/1986;30013
Big Bend NP;01/04/1986;32280
Big Bend NP;01/05/1986;18883
Big Bend NP;01/06/1986;17504
Big Bend NP;01/07/1986;13629
Big Bend NP;01/08/1986;11578
Big Bend NP;01/09/1986;11085
Big Bend NP;01/10/1986;12262
Big Bend NP;01/11/1986;14338
Big Bend NP;01/12/1986;13979
Big Bend NP;01/01/1987;15723
Big Bend NP;01/02/1987;19487
Big Bend NP;01/03/1987;30745
Big Bend NP;01/04/1987;31975
Big Bend NP;01/05/1987;27676
Big Bend NP;01/06/1987;21198
Big Bend NP;01/07/1987;13397
Big Bend NP;01/08/1987;11640
Big Bend NP;01/09/1987;10020
Big Bend NP;01/10/1987;17159
Big Bend NP;01/11/1987;18394
Big Bend NP;01/12/1987;10507
Big Bend NP;01/01/1988;7488
Big Bend NP;01/02/1988;11925
Big Bend NP;01/03/1988;35212
Big Bend NP;01/04/1988;36714
Big Bend NP;01/05/1988;23661
Big Bend NP;01/06/1988;22719
Big Bend NP;01/07/1988;17217
Big Bend NP;01/08/1988;15373
Big Bend NP;01/09/1988;15799
Big Bend NP;01/10/1988;17243
Big Bend NP;01/11/1988;22089
Big Bend NP;01/12/1988;14155
Big Bend NP;01/01/1989;15999
Big Bend NP;01/02/1989;24554
Big Bend NP;01/03/1989;38906
Big Bend NP;01/04/1989;35090
Big Bend NP;01/05/1989;18780
Big Bend NP;01/06/1989;21350
Big Bend NP;01/07/1989;22965
Big Bend NP;01/08/1989;12777
Big Bend NP;01/09/1989;16539
Big Bend NP;01/10/1989;24827
Big Bend NP;01/11/1989;28475
Big Bend NP;01/12/1989;21466
Big Bend NP;01/01/1990;16452
Big Bend NP;01/02/1990;19836
Big Bend NP;01/03/1990;39005
Big Bend NP;01/04/1990;32422
Big Bend NP;01/05/1990;16292
Big Bend NP;01/06/1990;18026
Big Bend NP;01/07/1990;12267
Big Bend NP;01/08/1990;6255
Big Bend NP;01/09/1990;16539
Big Bend NP;01/10/1990;24827
Big Bend NP;01/11/1990;23786
Big Bend NP;01/12/1990;31671
Big Bend NP;01/01/1991;17977
Big Bend NP;01/02/1991;22600
Big Bend NP;01/03/1991;40896
Big Bend NP;01/04/1991;53221
Big Bend NP;01/05/1991;24502
Big Bend NP;01/06/1991;23287
Big Bend NP;01/07/1991;15938
Big Bend NP;01/08/1991;21048
Big Bend NP;01/09/1991;13096
Big Bend NP;01/10/1991;20709
Big Bend NP;01/11/1991;24073
Big Bend NP;01/12/1991;19123
Big Bend NP;01/01/1992;23838
Big Bend NP;01/02/1992;25624
Big Bend NP;01/03/1992;35180
Big Bend NP;01/04/1992;46568
Big Bend NP;01/05/1992;28153
Big Bend NP;01/06/1992;21756
Big Bend NP;01/07/1992;18954
Big Bend NP;01/08/1992;16611
Big Bend NP;01/09/1992;12824
Big Bend NP;01/10/1992;22492
Big Bend NP;01/11/1992;23412
Big Bend NP;01/12/1992;19123
Big Bend NP;01/01/1993;26182
Big Bend NP;01/02/1993;25205
Big Bend NP;01/03/1993;54643
Big Bend NP;01/04/1993;45573
Big Bend NP;01/05/1993;26348
Big Bend NP;01/06/1993;24032
Big Bend NP;01/07/1993;18426
Big Bend NP;01/08/1993;15839
Big Bend NP;01/09/1993;18372
Big Bend NP;01/10/1993;21299
Big Bend NP;01/11/1993;31317
Big Bend NP;01/12/1993;20671
Big Bend NP;01/01/1994;25516
Big Bend NP;01/02/1994;30867
Big Bend NP;01/03/1994;56015
Big Bend NP;01/04/1994;45289
Big Bend NP;01/05/1994;28750
Big Bend NP;01/06/1994;29870
Big Bend NP;01/07/1994;13092
Big Bend NP;01/08/1994;17400
Big Bend NP;01/09/1994;17816
Big Bend NP;01/10/1994;20827
Big Bend NP;01/11/1994;31664
Big Bend NP;01/12/1994;13311
Big Bend NP;01/01/1995;23945
Big Bend NP;01/02/1995;31503
Big Bend NP;01/03/1995;64318
Big Bend NP;01/04/1995;37136
Big Bend NP;01/05/1995;25568
Big Bend NP;01/06/1995;19940
Big Bend NP;01/07/1995;17250
Big Bend NP;01/08/1995;13652
Big Bend NP;01/09/1995;14497
Big Bend NP;01/10/1995;24209
Big Bend NP;01/11/1995;18890
Big Bend NP;01/12/1995;4552
Big Bend NP;01/01/1996;12351
Big Bend NP;01/02/1996;21681
Big Bend NP;01/03/1996;39703
Big Bend NP;01/04/1996;38100
Big Bend NP;01/05/1996;28018
Big Bend NP;01/06/1996;24114
Big Bend NP;01/07/1996;17008
Big Bend NP;01/08/1996;15820
Big Bend NP;01/09/1996;15954
Big Bend NP;01/10/1996;22198
Big Bend NP;01/11/1996;26188
Big Bend NP;01/12/1996;18319
Big Bend NP;01/01/1997;23729
Big Bend NP;01/02/1997;27249
Big Bend NP;01/03/1997;49984
Big Bend NP;01/04/1997;39816
Big Bend NP;01/05/1997;29506
Big Bend NP;01/06/1997;20799
Big Bend NP;01/07/1997;16292
Big Bend NP;01/08/1997;9190
Big Bend NP;01/09/1997;13579
Big Bend NP;01/10/1997;24675
Big Bend NP;01/11/1997;24397
Big Bend NP;01/12/1997;26666
Big Bend NP;01/01/1998;27089
Big Bend NP;01/02/1998;29133
Big Bend NP;01/03/1998;52310
Big Bend NP;01/04/1998;45769
Big Bend NP;01/05/1998;27858
Big Bend NP;01/06/1998;22319
Big Bend NP;01/07/1998;11138
Big Bend NP;01/08/1998;13217
Big Bend NP;01/09/1998;17701
Big Bend NP;01/10/1998;30007
Big Bend NP;01/11/1998;27028
Big Bend NP;01/12/1998;34873
Big Bend NP;01/01/1999;22645
Big Bend NP;01/02/1999;28894
Big Bend NP;01/03/1999;57050
Big Bend NP;01/04/1999;41122
Big Bend NP;01/05/1999;30280
Big Bend NP;01/06/1999;17512
Big Bend NP;01/07/1999;10675
Big Bend NP;01/08/1999;13410
Big Bend NP;01/09/1999;16658
Big Bend NP;01/10/1999;23716
Big Bend NP;01/11/1999;30843
Big Bend NP;01/12/1999;34844
Big Bend NP;01/01/2000;23865
Big Bend NP;01/02/2000;35835
Big Bend NP;01/03/2000;31445
Big Bend NP;01/04/2000;22281
Big Bend NP;01/05/2000;16352
Big Bend NP;01/06/2000;16222
Big Bend NP;01/07/2000;16393
Big Bend NP;01/08/2000;6682
Big Bend NP;01/09/2000;19661
Big Bend NP;01/10/2000;25168
Big Bend NP;01/11/2000;32004
Big Bend NP;01/12/2000;16412
Big Bend NP;01/01/2001;23336
Big Bend NP;01/02/2001;31723
Big Bend NP;01/03/2001;60987
Big Bend NP;01/04/2001;43056
Big Bend NP;01/05/2001;36080
Big Bend NP;01/06/2001;17498
Big Bend NP;01/07/2001;16804
Big Bend NP;01/08/2001;12117
Big Bend NP;01/09/2001;16649
Big Bend NP;01/10/2001;19443
Big Bend NP;01/11/2001;36055
Big Bend NP;01/12/2001;15179
Big Bend NP;01/01/2002;32123
Big Bend NP;01/02/2002;30058
Big Bend NP;01/03/2002;54004
Big Bend NP;01/04/2002;38307
Big Bend NP;01/05/2002;30481
Big Bend NP;01/06/2002;19998
Big Bend NP;01/07/2002;15773
Big Bend NP;01/08/2002;15895
Big Bend NP;01/09/2002;15016
Big Bend NP;01/10/2002;25371
Big Bend NP;01/11/2002;24775
Big Bend NP;01/12/2002;25946
Big Bend NP;01/01/2003;27725
Big Bend NP;01/02/2003;25488
Big Bend NP;01/03/2003;48783
Big Bend NP;01/04/2003;42992
Big Bend NP;01/05/2003;21305
Big Bend NP;01/06/2003;18558
Big Bend NP;01/07/2003;15225
Big Bend NP;01/08/2003;15086
Big Bend NP;01/09/2003;15387
Big Bend NP;01/10/2003;22834
Big Bend NP;01/11/2003;30981
Big Bend NP;01/12/2003;28020
Big Bend NP;01/01/2004;21827
Big Bend NP;01/02/2004;26173
Big Bend NP;01/03/2004;44130
Big Bend NP;01/04/2004;53050
Big Bend NP;01/05/2004;19924
Big Bend NP;01/06/2004;18229
Big Bend NP;01/07/2004;18171
Big Bend NP;01/08/2004;29821
Big Bend NP;01/09/2004;24288
Big Bend NP;01/10/2004;25221
Big Bend NP;01/11/2004;39418
Big Bend NP;01/12/2004;37471
Big Bend NP;01/01/2005;27226
Big Bend NP;01/02/2005;35308
Big Bend NP;01/03/2005;48227
Big Bend NP;01/04/2005;56617
Big Bend NP;01/05/2005;26924
Big Bend NP;01/06/2005;39520
Big Bend NP;01/07/2005;17881
Big Bend NP;01/08/2005;43332
Big Bend NP;01/09/2005;29690
Big Bend NP;01/10/2005;17629
Big Bend NP;01/11/2005;33235
Big Bend NP;01/12/2005;22994
Big Bend NP;01/01/2006;16898
Big Bend NP;01/02/2006;27261
Big Bend NP;01/03/2006;46614
Big Bend NP;01/04/2006;38497
Big Bend NP;01/05/2006;24876
Big Bend NP;01/06/2006;18796
Big Bend NP;01/07/2006;14555
Big Bend NP;01/08/2006;19619
Big Bend NP;01/09/2006;12935
Big Bend NP;01/10/2006;22837
Big Bend NP;01/11/2006;40705
Big Bend NP;01/12/2006;15124
Big Bend NP;01/01/2007;23310
Big Bend NP;01/02/2007;36824
Big Bend NP;01/03/2007;80773
Big Bend NP;01/04/2007;36261
Big Bend NP;01/05/2007;17461
Big Bend NP;01/06/2007;17264
Big Bend NP;01/07/2007;20924
Big Bend NP;01/08/2007;14233
Big Bend NP;01/09/2007;23148
Big Bend NP;01/10/2007;33960
Big Bend NP;01/11/2007;29212
Big Bend NP;01/12/2007;31486
Big Bend NP;01/01/2008;23357
Big Bend NP;01/02/2008;31187
Big Bend NP;01/03/2008;50880
Big Bend NP;01/04/2008;54293
Big Bend NP;01/05/2008;42056
Big Bend NP;01/06/2008;20538
Big Bend NP;01/07/2008;14128
Big Bend NP;01/08/2008;14082
Big Bend NP;01/09/2008;21681
Big Bend NP;01/10/2008;27794
Big Bend NP;01/11/2008;30998
Big Bend NP;01/12/2008;31518
Big Bend NP;01/01/2009;38612
Big Bend NP;01/02/2009;27275
Big Bend NP;01/03/2009;47909
Big Bend NP;01/04/2009;54443
Big Bend NP;01/05/2009;26176
Big Bend NP;01/06/2009;24593
Big Bend NP;01/07/2009;17780
Big Bend NP;01/08/2009;16096
Big Bend NP;01/09/2009;21066
Big Bend NP;01/10/2009;24435
Big Bend NP;01/11/2009;33971
Big Bend NP;01/12/2009;31549
Big Bend NP;01/01/2010;24619
Big Bend NP;01/02/2010;25146
Big Bend NP;01/03/2010;66156
Big Bend NP;01/04/2010;53823
Big Bend NP;01/05/2010;30595
Big Bend NP;01/06/2010;13561
Big Bend NP;01/07/2010;15643
Big Bend NP;01/08/2010;34652
Big Bend NP;01/09/2010;13458
Big Bend NP;01/10/2010;15349
Big Bend NP;01/11/2010;52485
Big Bend NP;01/12/2010;26843
Big Bend NP;01/01/2011;53588
Big Bend NP;01/02/2011;40813
Big Bend NP;01/03/2011;39547
Big Bend NP;01/04/2011;15444
Big Bend NP;01/05/2011;39919
Big Bend NP;01/06/2011;21392
Big Bend NP;01/07/2011;15188
Big Bend NP;01/08/2011;14541
Big Bend NP;01/09/2011;24934
Big Bend NP;01/10/2011;37912
Big Bend NP;01/11/2011;40991
Big Bend NP;01/12/2011;17593
Big Bend NP;01/01/2012;22059
Big Bend NP;01/02/2012;45585
Big Bend NP;01/03/2012;32590
Big Bend NP;01/04/2012;27375
Big Bend NP;01/05/2012;37775
Big Bend NP;01/06/2012;19330
Big Bend NP;01/07/2012;14397
Big Bend NP;01/08/2012;13451
Big Bend NP;01/09/2012;16211
Big Bend NP;01/10/2012;20958
Big Bend NP;01/11/2012;24750
Big Bend NP;01/12/2012;17574
Big Bend NP;01/01/2013;22986
Big Bend NP;01/02/2013;46573
Big Bend NP;01/03/2013;39336
Big Bend NP;01/04/2013;33664
Big Bend NP;01/05/2013;39578
Big Bend NP;01/06/2013;17284
Big Bend NP;01/07/2013;13801
Big Bend NP;01/08/2013;13856
Big Bend NP;01/09/2013;14020
Big Bend NP;01/10/2013;30835
Big Bend NP;01/11/2013;22710
Big Bend NP;01/12/2013;22310
Big Bend NP;01/01/2014;28410
Big Bend NP;01/02/2014;24159
Big Bend NP;01/03/2014;53839
Big Bend NP;01/04/2014;38574
Big Bend NP;01/05/2014;23653
Big Bend NP;01/06/2014;23963
Big Bend NP;01/07/2014;14359
Big Bend NP;01/08/2014;16246
Big Bend NP;01/09/2014;22475
Big Bend NP;01/10/2014;29882
Big Bend NP;01/11/2014;17169
Big Bend NP;01/12/2014;21373
Big Bend NP;01/01/2015;30297
Big Bend NP;01/02/2015;39199
Big Bend NP;01/03/2015;68292
Big Bend NP;01/04/2015;43927
Big Bend NP;01/05/2015;30707
Big Bend NP;01/06/2015;16697
Big Bend NP;01/07/2015;22887
Big Bend NP;01/08/2015;17562
Big Bend NP;01/09/2015;16678
Big Bend NP;01/10/2015;23237
Big Bend NP;01/11/2015;42687
Big Bend NP;01/12/2015;29577
Big Bend NP;01/01/2016;36716
Big Bend NP;01/02/2016;44176
Big Bend NP;01/03/2016;54642
Big Bend NP;01/04/2016;37280
Big Bend NP;01/05/2016;40935
Big Bend NP;01/06/2016;18630
Big Bend NP;01/07/2016;16165
Big Bend NP;01/08/2016;16144
Big Bend NP;01/09/2016;18406
Big Bend NP;01/10/2016;26806
Big Bend NP;01/11/2016;45443
Big Bend NP;01/12/2016;32947
Big Bend NP;01/01/2017;35105
Big Bend NP;01/02/2017;41670
Big Bend NP;01/03/2017;74735
Big Bend NP;01/04/2017;49609
Big Bend NP;01/05/2017;37045
Big Bend NP;01/06/2017;23500
Big Bend NP;01/07/2017;20599
Big Bend NP;01/08/2017;16382
Big Bend NP;01/09/2017;19734
Big Bend NP;01/10/2017;35094
Big Bend NP;01/11/2017;45739
Big Bend NP;01/12/2017;41064
Big Bend NP;01/01/2018;33434
Big Bend NP;01/02/2018;42670
Big Bend NP;01/03/2018;75897
Big Bend NP;01/04/2018;48454
Big Bend NP;01/05/2018;35993
Big Bend NP;01/06/2018;20335
Big Bend NP;01/07/2018;19416
Big Bend NP;01/08/2018;16895
Big Bend NP;01/09/2018;21625
Big Bend NP;01/10/2018;35547
Big Bend NP;01/11/2018;46998
Big Bend NP;01/12/2018;42827
Big Bend NP;01/01/2019;29318
Big Bend NP;01/02/2019;43129
Big Bend NP;01/03/2019;83826
